TG,Common Name,Class,Order,Family,Genus,Species,q,r,Vr,CVN,MA-Yr,RW-Yr,EX-Yr,RL-Yr,GL-Yr,TL-Yr,MA-G,RW-G,EX-G,RL-G,GL-G,TL-G,TI,BS,RA,HI,EF,DE,Mass,Len,Wing,RepT,MinAge,Lifesp,GenF,Gen,RepG,DispA,DirL,IndL,Sev,RanD,N,Dist,Den,Fert,NTr,TrL,Spec,Hum,Status,LegProt
Mam,Harbour seal,Mammalia,Carnivora,Phocidae,Phoca,vitulina,18,0.061,0.048,0.421,5.11,7.66,4.79,4.79,4.74,4.72,5.65,10.28,5.65,4.99,4.91,4.95,1,7.313,0.25,0.4,0.405,0.667,106678,1500,,2,36,300,,96,2,2,1,1,2,1,1,2,,1,2,5,1,1,LC,2
Mam,Raccoon,Mammalia,Carnivora,Procyonidae,Procyon,lotor,22,0.028,0.029,0.435,6.29,6.86,5.14,5.57,6.24,5.64,6.21,6.51,5.64,5.67,6.24,5.72,0,6.659,0.25,0.4,0.5,0.5,5000,780,,2,10,96,,,5,4,1,1,2,1,1,2,50,4,2,4,1,1,LC,1
Mam,American black bear,Mammalia,Carnivora,Ursidae,Ursus,americanus,62,0.008,0.185,1.022,9.9,10.76,10.15,9.22,7.14,7.55,12.43,13.65,12.96,11.71,8.29,8.74,1,7.346,0.25,0.6,0.381,0.667,180000,1550,,2,24,192,,96,5,3,1,1,3,1,2,2,0.01,1.5,2,4,1,1,LC,2
Mam,Yellowstone Grizzly bear or brown bear,Mammalia,Carnivora,Ursidae,Ursus,arctos,38,0.017,0.014,0.233,5.55,6.08,4.96,5.04,4.91,4.96,6.49,7.34,5.76,5.41,5.23,5.31,0,7.569,0,0.8,0.381,0.667,400000,1938,,2,36,300,,84,5,3,1,1,3,2,2,1,0.1,0.75,2,4,1,2,LC,1
Mam,Polar bear,Mammalia,Carnivora,Ursidae,Ursus,maritimus,62,0.018,0.119,0.522,8.03,9.46,8.12,6.58,6.24,6.31,12.39,16.38,13.3,7.97,7.26,7.21,1,7.708,0.5,0,0.738,0.833,388000,2225,,2,60,300,,120,5,3,1,0,1,1,2,3,0.01,1,2,4,2,2,CD,2
Mam,Japanese Black Bear,Mammalia,Carnivora,Ursidae,Ursus,thibetanus,52,0.008,0.065,0.381,5.14,8.14,7.45,5.09,4.85,5.09,5.6,12.17,10.99,5.38,5.08,5.43,1,7.368,0.25,0.8,0.381,0.833,100000,1585,,2,48,300,,,5,3,1,1,3,2,3,2,1,1,3,4,1,2,VU,2
Mam,Spotted dolphin,Mammalia,Cetacea,Delphinidae,Stenella,attenuata,20,-0.035,0.001,0.256,4.74,5.08,7.94,4.57,4.09,4.5,5.42,6.23,12.01,4.98,4.14,4.75,0,7.824,0,0.4,0.405,0.833,68467,2500,,2,60,480,,,2,2,1,1,2,1,1,1,,0.5,2,5,1,2,LC,1
Mam,Gray Whale,Mammalia,Cetacea,Eschrichtiidae,Eschrichtius,robustus,14,0.031,0.044,0.211,6.49,7.45,5.41,4.82,4.53,4.75,9.45,11.71,7.19,5.12,4.74,4.93,1,9.473,0.25,0.4,0.286,0.833,27862500,13000,,2,60,840,,72,3,1,1,0,3,1,3,2,,0.5,2,5,1,2,CD,2
Mam,Koala,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,14,-0.054,0.218,0.364,12,11.58,16,8,7.41,6.92,14.75,14.66,18.37,9.49,8.64,7.69,1,6.586,0.5,0.8,0.714,0.667,5000,725,,2,24,120,,,5,4,1,1,3,2,2,3,10,1,1,3,2,2,CD,2
Mam,Northern hairy-nose wombat,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,krefftii,14,0.037,0.103,0.381,8.2,9.24,6.62,5.4,5.4,20.72,11.16,12.79,9.4,5.88,5.98,20.72,1,6.802,0.5,1,0.357,0.667,31000,900,,2,36,240,,,2,4,1,1,3,3,5,3,0.5,1,2,3,1,2,CR,2
Mam,West European hedgehog,Mammalia,Insectivora,Erinaceidae,Erinaceus,europaeus,22,-0.065,0.133,0.342,9.79,9.81,15.32,5.94,5.72,5.88,9.21,9.8,12.1,6.35,5.98,6.25,0,5.513,0.25,0.4,0.5,0.833,780,248,,2,12,84,,,5,4,1,1,2,1,1,2,100,8,2,4,1,1,LC,1
Mam,White-toothed shrew,Mammalia,Insectivora,Soricidae,Crocidura,russula,11,-0.039,0.162,0.37,8.45,10.36,13.68,5.14,5,5,6.25,7.09,7.36,5.12,5,5.01,1,5.22,0.25,0.4,0.5,0.5,10,185,,2,3,36,,,5,4,1,1,2,1,1,2,,9,2,4,1,2,LC,2
Mam,"European shrew, Eurasian shrew or Northern water shrew",Mammalia,Insectivora,Soricidae,Neomys,fodiens,10,0.127,4.624,0.819,11.65,20.72,20.72,20.72,20.72,11.65,12.03,20.72,20.72,20.72,20.72,12.03,0,4.956,0.25,0,1,0.5,15,142,,2,6,24,,,5,4,1,0,1,1,2,2,,10,2,5,2,2,LC,1
Mam,Common shrew,Mammalia,Insectivora,Soricidae,Sorex,araneus,10,-0.033,1.267,0.597,9.48,21.78,20.72,8.15,9.67,5.83,9.49,18.98,20.15,8.72,9.64,6.01,0,4.605,0.25,0.4,0.5,0.5,12,100,,2,9,24,,,5,4,1,1,2,1,1,2,250,10,2,4,1,2,LC,1
Mam,Laxmann's masked shrew,Mammalia,Insectivora,Soricidae,Sorex,caecutiens,10,-0.181,3.832,0.775,9.37,20.72,20.72,11.35,9.32,8.74,9.3,20.72,20.72,10.91,9.94,8.78,0,4.605,0.25,0.4,0.643,0.5,7,100,,2,9,24,,,5,4,1,1,2,1,1,2,250,10,2,5,1,2,LC,1
Mam,Siberian large-toothed shrew,Mammalia,Insectivora,Soricidae,Sorex,daphaenodon,10,-0.117,0.773,0.791,18.05,18.09,20.72,20.72,20.72,8.57,15.72,15.61,18.9,9.29,15.59,9.43,0,4.7,0.25,0.4,0.381,0.5,7,110,,2,9,24,,,5,3,1,1,2,1,1,2,100,10,2,4,1,2,LC,1
Mam,Equal-toothed shrew,Mammalia,Insectivora,Soricidae,Sorex,isodon,10,-0.08,2.138,0.814,9.92,20.72,20.72,8.59,11.02,8.65,10.72,20.72,20.72,9.08,12.08,9.11,0,4.787,0.25,0.4,0.5,0.5,12,120,,2,9,24,,,5,4,1,1,2,1,1,2,100,10,2,4,1,2,LC,1
Mam,"Asian shrew, least shrew, Siberian shrew",Mammalia,Insectivora,Soricidae,Sorex,minutissimus,10,-0.072,0.448,0.578,14.67,14.76,20.79,20.72,20.72,6.23,13.58,13.36,14.98,20.72,20.72,6.47,0,3.912,0.25,0.4,0.643,0.5,2,50,,2,9,24,,,5,4,1,1,2,1,1,2,100,10,2,5,1,2,LC,1
Mam,Pygmy shrew or Lesser shrew,Mammalia,Insectivora,Soricidae,Sorex,minutus,10,0.062,1.111,0.677,11.56,21.05,16.05,11.7,8.72,7.23,15.77,18.06,16.17,14.34,9.51,7.68,0,4.382,0.25,0.4,0.643,0.5,4,80,,2,9,24,,,5,4,1,1,2,1,1,2,100,10,2,5,1,2,LC,1
Mam,Brown shrew,Mammalia,Insectivora,Soricidae,Sorex,roboratus,10,-0.066,1.696,0.804,11.54,20.72,20.72,17.42,9.9,8.35,9.51,20.72,20.72,4.57,10.95,8.95,0,4.5,0.25,0.4,0.643,0.5,4,90,,2,9,24,,,5,4,1,1,2,1,1,2,100,10,2,5,1,2,LC,1
Mam,Tundra shrew,Mammalia,Insectivora,Soricidae,Sorex,tundrensis,10,-0.006,3.417,0.82,11.54,20.72,20.72,12.02,11.5,10.31,11.36,20.72,20.72,13.35,11.13,11.17,0,4.605,0.25,0.4,0.643,0.5,8,100,,2,9,24,,,5,4,1,1,2,1,1,2,100,10,2,5,1,2,LC,1
Mam,Vagrant shrew,Mammalia,Insectivora,Soricidae,Sorex,vagrans,11,0,1.258,0.692,7.52,20.72,20.72,7.46,7.52,10.7,7.51,13.92,13.61,7.53,7.33,11.1,0,4.673,0.25,0.4,0.5,0.5,5,107,,2,4,24,,6,5,4,1,1,2,1,1,2,1000,15,2,4,1,2,LC,1
Mam,Snowshoe hare or American varying hare,Mammalia,Lagomorpha,Leporidae,Lepus,americanus,56,0.014,1.044,0.81,7.5,19.97,19.42,11.16,7.04,7.61,7.97,20.07,19.81,12.55,7.47,8.17,0,6.109,0.25,0.4,0.238,0.667,2000,450,,2,12,60,,,2,3,1,1,2,1,1,2,10,16,2,3,1,2,LC,1
Mam,Brown hare or European hare,Mammalia,Lagomorpha,Leporidae,Lepus,europaeus,44,0.01,0.042,0.269,5.02,7.37,6.58,4.89,4.56,4.78,5.13,7.21,6.57,5.03,4.71,4.87,0,6.43,0,0.4,0.357,0.667,3884,620,,2,12,60,,,2,4,1,1,2,1,1,1,50,9,2,3,1,2,LC,1
Mam,"Mountain hare, Varying hare or Blue hare",Mammalia,Lagomorpha,Leporidae,Lepus,timidus,24,0.007,0.631,0.571,5.85,16.44,15.95,6.29,5.66,5.62,6.07,16.42,16.26,6.68,5.79,5.82,0,6.413,0,0.2,0.357,0.667,3178,610,,2,12,60,,,2,4,1,1,1,1,1,1,10,6,2,3,1,2,LC,1
Mam,Tolai rabbit,Mammalia,Lagomorpha,Leporidae,Lepus,tolai,25,-0.046,0.123,0.262,4.94,9.61,13.87,4.92,4.81,4.84,5.03,9.55,11.24,5.02,4.91,4.94,1,6.109,0.5,0.4,0.357,0.667,2000,450,,2,12,60,,,2,4,1,1,2,1,1,3,,12,3,3,1,2,LC,1
Mam,European rabbit,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,61,-0.006,0.242,0.445,5.41,11.78,12.21,5.9,5.29,5.55,5.47,9.34,9.36,6.05,5.34,5.63,0,6.12,0,0.2,0.238,0.667,1523,455,,2,6,108,,,2,3,1,1,1,1,1,1,500,20,2,3,1,1,LC,1
Mam,Virginia opossum,Mammalia,Marsupialia,Didelphidae,Didelphis,virginiana,37,0.098,0.353,0.644,6.98,13.6,7.6,6.98,5.8,6.51,6.68,9.84,8.47,7.03,5.86,6.62,0,6.607,0.25,0.4,0.5,0.5,2000,740,,2,5,24,,15,5,4,1,1,2,1,2,2,120,25,2,4,1,2,LC,1
Mam,Horse,Mammalia,Perissodactyla,Equidae,Equus,caballus,11,0.098,0.183,0.572,7.24,11.02,5.87,5.12,5.2,20.72,8.63,14.05,8.04,5.34,5.41,20.72,0,7.65,0,0,0.238,0.667,275000,2100,,2,24,264,,160,2,3,1,0,1,1,1,1,6,1,2,3,1,1,LC,1
Mam,White rhino,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,32,0.076,0.043,0.432,5.25,7.53,4.5,5.04,5.36,5.11,6.11,11.91,5.18,5.38,6.08,5.49,1,7.969,0.5,1,0.238,0.833,1900000,2890,,2,60,480,,,5,3,1,1,3,3,4,3,0.5,0.3,1,3,1,2,CD,2
Mam,Black rhinoceros,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,15,-0.015,0.034,0.274,6.54,7.05,8.3,4.79,4.84,4.73,8.76,9.91,12.25,5.08,5.12,4.91,1,7.919,0.5,1,0.238,0.833,1102000,2750,,2,48,480,,,5,3,1,1,3,3,4,3,1,0.5,3,3,1,2,CR,2
Mam,Grey seal,Mammalia,Pinnipedia,Phocidae,Halichoerus,grypus,23,0.085,0.282,0.523,7.25,12.46,7.36,5.94,5.66,5.81,6.75,21.26,10.98,6.66,6.1,6.32,0,7.588,0.25,0.4,0.881,0.833,194000,1975,,2,48,432,,,1,3,1,1,2,1,3,2,,1,2,5,2,2,LC,1
Mam,Japanese macaque or Japanese monkey,Mammalia,Primates,Cercopithecidae,Macaca,fuscata,11,0.039,0.021,0.374,5.58,6.56,4.54,4.52,4.48,4.55,6.42,7.88,5.23,4.68,4.59,4.73,1,6.31,0.5,1,0.5,0.667,10000,550,,2,30,240,,,2,4,1,1,3,3,3,3,,0.5,2,4,1,2,DD,2
Mam,Barbary macaque,Mammalia,Primates,Cercopithecidae,Macaca,sylvanus,45,0.01,0.012,0.133,4.51,5.97,5.25,4.35,4.6,4.35,4.66,6.98,6.06,4.44,4.78,4.45,1,6.397,1,0.8,0.5,0.667,11200,600,,2,30,240,,,2,4,1,1,2,3,4,5,5,0.5,2,4,1,2,VU,2
Mam,Long-haired chimpanzee,Mammalia,Primates,Hominidae,Pan,troglodytes,9,-0.006,0.028,0.129,6.4,6.75,7.2,4.39,4.37,4.38,10.5,11.48,13.25,4.51,4.49,4.49,1,6.669,0.25,0.8,0.5,0.833,41000,788,,2,96,480,,,2,4,1,1,3,2,2,2,5,0.2,3,4,1,2,EN,2
Mam,Beaver,Mammalia,Rodentia,Castoridae,Castor,canadensis,128,-0.015,0.353,0.865,9.82,13.38,14.77,11.88,7.43,8.31,11.16,15.51,16.19,13.69,8.42,9.26,1,7.003,0,0.4,0.357,0.833,22900,1100,,2,18,120,,36,4,4,1,1,2,1,3,1,4,7,3,3,1,2,LC,1
Mam,Capybara,Mammalia,Rodentia,Caviidae,Hydrochaeris,hydrochaeris,9,-0.038,0.541,0.916,15.32,15.5,18.71,7.9,5.96,6.91,16.28,16.64,18.87,8.81,6.28,7.47,0,6.957,0.25,0.4,0.357,0.833,34500,1050,,2,15,120,,,2,4,1,1,2,1,2,2,10,5,2,3,1,2,LC,1
Mam,Woodland jumping mouse,Mammalia,Rodentia,Dipodidae,Napaeozapus,insignis,39,-0.048,2.251,1.44,15.8,20.72,20.72,4.27,15.95,14.15,12.66,15.06,15.58,17.02,12.42,12.03,0,5.451,0.5,0.4,0.714,0.333,23,233,,2,3,48,,,5,4,1,1,2,1,1,3,350,4,2,3,2,2,LC,1
Mam,Desert pocket mouse,Mammalia,Rodentia,Heteromyidae,Chaetodipus,penicillatus,16,0.103,0.235,0.767,10.29,11.91,6.31,5.81,16.12,5.8,8.04,9.38,7.53,5.91,9.63,5.96,0,5.136,0.5,0.2,0.833,0.5,15,170,,2,6,24,,12,4,5,1,1,1,1,1,3,80,8,2,3,2,2,LC,1
Mam,Merriam's kangaroo rat,Mammalia,Rodentia,Heteromyidae,Dipodomys,merriami,16,0.001,0.068,0.269,7.02,8.22,8.05,4.95,5.2,5.05,5.34,5.6,5.58,4.82,5.05,4.87,0,5.521,0.25,0.2,0.619,0.5,37,250,,2,2,60,,24,5,5,1,1,1,1,1,2,50,5,2,4,1,2,LC,1
Mam,Ord's kangaroo rat,Mammalia,Rodentia,Heteromyidae,Dipodomys,ordii,16,0.01,0.23,0.543,10.43,11.54,10.69,6.3,8.45,6.86,7.31,7.56,7.46,6.09,7.01,6.33,0,5.481,0.25,0.2,0.476,0.333,58,240,,2,3,18,,7,5,5,1,1,1,1,1,2,300,7,2,3,1,2,LC,1
Mam,Banner-tailed kangaroo rat,Mammalia,Rodentia,Heteromyidae,Dipodomys,spectabilis,16,-0.187,0.372,0.716,20.72,14.26,20.72,20.72,20.72,20.72,15.15,13.03,18.3,16.78,15.77,15.79,0,5.799,0.5,0.4,0.357,0.5,152,330,,2,10,36,,18,5,4,1,1,1,2,1,3,200,6,2,3,1,2,LC,1
Mam,White-throated wood rat,Mammalia,Rodentia,Heteromyidae,Neotoma,albigula,16,-0.04,0.252,0.558,12.02,12.05,15.28,6.31,17.57,6.3,7.54,7.73,8.09,6.19,8.18,6.18,0,5.72,0.5,0.2,0.714,0.333,215,305,,2,3,18,,,5,4,1,1,1,1,1,3,,9,2,3,2,2,LC,1
Mam,Silky pocket mouse,Mammalia,Rodentia,Heteromyidae,Perognathus,flavus,16,0.036,2.843,1.08,20.72,20.72,20.72,20.72,20.72,20.72,14.08,14.65,13.54,4.26,16.34,20.72,0,4.745,0.5,0.2,0.833,0.5,8,115,,2,2,60,,,5,5,1,1,1,1,1,3,600,12,2,3,2,2,LC,1
Mam,Yellow necked mouse,Mammalia,Rodentia,Muridae,Apodemus,flavicollis,14,-0.057,0.488,0.588,13.77,14.95,19.86,7.37,6.36,6.37,8,8.42,8.77,6.78,6.16,6.22,0,5.357,0.25,0.2,0.5,0.333,25,212,,2,2,12,,,5,4,1,1,1,1,3,2,200,36,2,4,1,2,LC,1
Mam,Wood mouse,Mammalia,Rodentia,Muridae,Apodemus,sylvaticus,27,0.009,0.48,0.439,5.62,14.89,14.3,6.34,5.4,5.4,5.54,8.17,8.26,6.14,5.36,5.38,0,5.357,0,0.2,0.5,0.333,23,212,,2,2,18,,,3,4,1,1,1,1,3,1,250,36,2,4,1,1,LC,1
Mam,Water vole,Mammalia,Rodentia,Muridae,Arvicola,terrestris,105,0.008,0.316,0.877,6.68,12.88,12.13,7.87,5.79,7.02,6.45,8.97,8.89,7.36,5.83,6.82,0,5.58,0,0.2,0.357,0.333,180,265,,2,4,12,,,2,4,1,1,1,1,3,1,500,12,2,3,1,2,LC,1
Mam,Southern red-backed vole,Mammalia,Rodentia,Muridae,Clethrionomys,gapperi,41,0.077,1.001,0.903,8.22,20,14.49,10.16,8.12,7.42,7.86,11.87,10.94,9.65,7.82,7.32,0,4.942,0.25,0.2,0.619,0.5,20,140,,2,3,36,,9,4,5,1,1,1,1,3,2,70,15,2,4,1,2,LC,1
Mam,Bank vole,Mammalia,Rodentia,Muridae,Clethrionomys,glareolus,27,0.109,0.807,0.492,6.2,18.35,11.08,7.83,5.82,5.81,6.28,11.78,10.46,8.07,5.88,5.84,0,4.89,0.25,0.4,0.5,0.5,22,133,,2,4,24,,,5,4,1,1,2,1,1,2,4000,18,2,4,1,2,LC,1
Mam,"Grey-sided vole, red-grey vole",Mammalia,Rodentia,Muridae,Clethrionomys,rufocanus,29,0,3.241,0.955,9.38,20.72,20.72,9.23,10.54,9.27,9.46,20.72,19.65,9.34,10.41,9.34,0,4.89,0.5,0.4,0.5,0.5,39,133,,2,4,24,,,5,4,1,1,2,1,1,3,2000,18,2,4,1,2,LC,1
Mam,Northern red-backed vole,Mammalia,Rodentia,Muridae,Clethrionomys,rutilus,22,0.057,1.573,0.702,10.96,20.72,19.66,8.07,12.28,20.72,10.11,14.68,13.87,8.14,10.82,20.72,0,4.89,0.5,0.4,0.857,0.5,23,133,,2,4,24,,,5,4,1,1,2,1,1,3,2000,18,2,4,2,2,LC,1
Mam,Collared lemming,Mammalia,Rodentia,Muridae,Dicrostonyx,groenlandicus,12,0.008,5.186,1.229,13.18,20.72,20.72,12.38,13.52,11.23,13.17,18.53,18.03,11.17,11.58,10.74,0,4.977,0.5,0,0.833,0.5,54,145,,2,2,24,,6,4,5,1,0,1,1,1,3,200,15,2,3,2,2,LC,1
Mam,Siberian lemming or Brown lemming,Mammalia,Rodentia,Muridae,Lemmus,sibiricus,9,0.822,13.081,1.8,12.96,20.72,20.72,20.72,20.72,12.96,12.51,18.73,16.11,12.29,12.57,10.45,0,4.934,0.25,0,0.238,0.5,52,139,,2,1,24,,,2,3,1,0,1,1,1,2,100,21,2,3,1,2,LC,1
Mam,Brown lemming,Mammalia,Rodentia,Muridae,Lemmus,trimucronatus,20,-0.09,5.841,1.16,10.2,20.72,20.72,9.98,10.59,10.78,9.75,13.39,14.04,9.51,8.53,10.4,0,5.011,0.25,0.4,0.357,0.5,55,150,,2,1,24,,,2,4,1,1,2,1,1,2,500,32,2,3,1,2,LC,1
Mam,Field vole or Short-tailed vole,Mammalia,Rodentia,Muridae,Microtus,agrestis,19,-0.111,5.548,1.514,12.78,20.72,20.72,20.72,20.72,12.78,10.86,14,13.46,9.39,11.19,9.34,0,5.075,0.25,0.4,0.5,0.333,27,160,,2,1,18,,,5,4,1,1,2,1,1,2,100,15,2,4,1,2,LC,1
Mam,Common vole,Mammalia,Rodentia,Muridae,Microtus,arvalis,15,-0.051,1.211,0.775,6.9,20.72,20.72,10.03,6.11,6.28,6.44,8.36,8.64,8.11,5.92,6,0,5.075,0.25,0.2,0.357,0.333,25,160,,2,1,18,,,5,4,1,1,1,1,1,2,1000,16,2,3,1,1,LC,1
Mam,California vole,Mammalia,Rodentia,Muridae,Microtus,californicus,18,0.054,1.769,0.943,12.85,20.72,20.72,18.06,8.35,8,12.03,12.37,11.84,16.5,8.07,7.8,0,5.147,0.5,0.2,0.714,0.333,56,172,,2,2,18,,,5,4,1,1,1,1,2,3,500,18,2,3,2,2,LC,1
Mam,Narrow-skulled vole,Mammalia,Rodentia,Muridae,Microtus,gregalis,9,0.22,5.803,0.968,20.72,20.72,20.72,20.72,20.72,20.72,18.19,19.11,17.47,4.84,14.48,15.41,0,5.136,0.25,0.2,0.357,0.333,48,170,,2,2,18,,,5,4,1,1,1,1,1,2,500,18,2,3,1,2,LC,1
Mam,Montane vole,Mammalia,Rodentia,Muridae,Microtus,montanus,17,0.179,2.248,1.03,14.09,20.72,15.91,9.16,14.65,18.4,8.12,10.07,9.49,7.73,8.06,11.15,0,5.193,0.5,0.2,0.357,0.5,32,180,,2,1,24,,,5,4,1,1,1,1,1,3,500,18,2,3,1,2,LC,1
Mam,Root vole,Mammalia,Rodentia,Muridae,Microtus,oeconomus,15,-0.215,2.261,1.283,11.15,20.72,20.72,11.42,11.21,9.35,8.24,9.98,10.56,8.56,7.72,7.65,0,5.043,0.25,0.4,0.5,0.333,32,155,,2,1,18,,,5,4,1,1,2,1,1,2,1000,18,2,4,1,2,LC,1
Mam,Oregon vole,Mammalia,Rodentia,Muridae,Microtus,oregoni,10,0.11,0.764,0.883,12.91,17.89,10.61,7.26,7.3,6.31,6.99,7.52,7.18,6.29,6.25,5.86,0,4.942,0.25,0.4,0.357,0.333,20,140,,2,1,18,,,5,4,1,1,2,1,1,2,200,12,2,3,1,2,LC,1
Mam,Sibling vole,Mammalia,Rodentia,Muridae,Microtus,rossiaemeridionalis,10,-0.166,3.254,0.947,7.47,20.72,20.72,4.45,7.87,7.78,8.77,11.45,11.65,4.27,7.42,7.28,0,4.942,0.25,0.4,0.5,0.333,20,140,,2,1,18,,,5,4,1,1,2,1,1,2,500,16,2,4,1,2,LC,1
Mam,Muskrat,Mammalia,Rodentia,Muridae,Ondatra,zibethicus,64,-0.002,0.047,0.296,5.03,7.48,7.64,5.03,4.57,4.89,5.12,7.38,7.43,5.15,4.68,5.05,0,6.354,0.25,0.4,0.5,0.667,1000,575,,2,12,60,,24,4,4,1,1,2,1,1,2,40,18,,4,1,1,LC,1
Mam,Northern grasshopper mouse,Mammalia,Rodentia,Muridae,Onychomys,leucogaster,16,0.047,0.346,0.386,9.88,13.36,10.06,5.71,16.48,5.71,6.46,8.51,7.93,5.65,7.67,5.67,0,5.043,0.25,0.4,0.643,0.333,30,155,,2,3,18,,,4,4,1,1,2,1,1,2,100,12,2,5,1,2,LC,1
Mam,Southern grasshopper mouse,Mammalia,Rodentia,Muridae,Onychomys,torridus,16,-0.074,0.423,0.41,11.84,14.45,20.72,6.07,18.83,6.07,7.95,8.99,9.53,6.14,8.95,6.12,0,4.977,0.25,0.4,0.643,0.5,24,145,,2,3,24,,,4,4,1,1,2,1,1,2,100,12,2,5,1,2,LC,1
Mam,Cactus mouse,Mammalia,Rodentia,Muridae,Peromyscus,eremicus,16,-0.036,0.971,0.995,19.56,19.8,20.72,20.72,20.72,10.88,14.66,14.59,15.36,10.88,16.83,11.03,1,5.268,0.5,0.4,0.619,0.5,22,194,,2,6,36,,,5,5,1,1,2,1,1,3,100,12,2,4,1,2,LC,2
Mam,Deer mouse,Mammalia,Rodentia,Muridae,Peromyscus,maniculatus,41,-0.001,0.466,0.488,5.51,14.78,14.93,5.91,5.38,5.4,5.59,11.27,11.37,6.1,5.42,5.46,0,5.153,0,0.2,0.5,0.5,22,173,,2,6,36,,,5,4,1,1,1,1,1,1,100,15,2,4,1,1,LC,1
Mam,Brown rat or Norway rat.,Mammalia,Rodentia,Muridae,Rattus,norvegicus,14,-0.043,0.417,0.673,14.15,14.41,17.69,8.66,7.83,7.23,8.77,8.91,9.29,7.56,7.34,7.01,0,5.991,0,0,0.5,0.5,290,400,,2,3,36,,,2,4,1,0,1,1,1,1,2000,49,1,4,1,1,LC,1
Mam,Western harvest mouse,Mammalia,Rodentia,Muridae,Reithrodontomys,megalotis,16,0.18,0.967,0.8,14.27,19.71,9.5,10.14,12.34,11.15,7.55,7.95,7.39,7.87,7.21,7.39,0,4.97,0.25,0.2,0.5,0.333,15,144,,2,1,12,,3,5,4,1,1,1,1,1,2,1000,50,2,4,1,1,LC,1
Mam,Nutria or coypu,Mammalia,Rodentia,Myocastoridae,Myocastor,coypus,9,0.15,0.128,0.514,6.3,10.21,4.73,4.8,4.87,4.97,6.13,9.01,5.68,4.89,4.95,5.1,0,6.798,0,0.4,0.357,0.667,8000,896,,2,8,72,,,2,4,1,1,2,1,2,1,250,6,2,3,1,1,LC,1
Mam,Black-tailed prairie dog,Mammalia,Rodentia,Sciuridae,Cynomys,ludovicianus,13,-0.007,0.023,0.121,5.48,6.54,7.08,4.35,4.33,4.37,5.42,6.44,6.58,4.41,4.38,4.43,1,6.174,0.25,0.8,0.357,0.833,1500,480,,2,12,96,,,1,4,1,1,3,2,1,2,,5,3,3,1,2,LC,1
Mam,Northern flying squirrel,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,37,-0.055,1.799,0.748,8.34,20.72,20.72,20.72,20.72,8.34,8.67,20.72,20.72,20.72,20.72,8.67,1,5.733,0.25,0.6,0.5,0.333,150,309,,2,10,48,,24,4,4,1,1,3,1,3,2,100,3,2,4,1,2,EN,2
Mam,Yellow-bellied Marmot,Mammalia,Rodentia,Sciuridae,Marmota,flaviventris,31,0.047,0.068,0.354,4.84,8.29,5.53,4.93,4.81,4.82,5.02,9.93,6.79,5.15,4.98,4.97,0,6.438,0.25,0.4,0.357,0.833,5685,625,,2,24,156,,,2,4,1,1,2,1,1,2,15,5,2,3,1,2,LC,1
Mam,Siberian marmot,Mammalia,Rodentia,Sciuridae,Marmota,sibirica,33,-0.033,0.059,0.263,7.46,8.05,10.74,5.25,4.83,7.33,8.47,9.57,11.95,5.59,5.01,8.55,0,6.551,0.25,0,0.238,0.833,8000,700,,2,24,156,,,2,3,1,0,1,1,1,2,10,5,2,3,1,2,LC,1
Mam,European red squirrel,Mammalia,Rodentia,Sciuridae,Sciurus,vulgaris,17,0.028,0.084,0.377,7.39,8.73,6.7,5.23,4.88,5.38,7.37,8.33,7.62,5.41,4.98,5.73,1,5.991,0.25,0.4,0.357,0.833,335,400,,2,12,120,,,5,4,1,1,2,1,1,2,500,10,3,3,1,2,LC,1
Mam,Franklin's ground squirrel,Mammalia,Rodentia,Sciuridae,Spermophilus,franklinii,16,-0.063,0.331,0.681,12.42,13.2,18.47,7.25,7.17,6.36,11.85,12.9,15.09,7.9,7.79,6.56,1,5.704,0.25,0.4,0.5,0.833,444,300,,2,12,72,,,3,4,1,1,2,1,1,2,400,8,3,4,1,2,LC,1
Mam,Thirteen-line ground squirrel,Mammalia,Rodentia,Sciuridae,Spermophilus,tridecemlineatus,20,-0.091,0.356,0.569,8.47,13.59,20.72,6.49,6.57,6.44,9.48,13.44,16.5,6.95,7.04,6.88,0,5.481,0.25,0.4,0.5,0.833,108,240,,2,12,72,,,3,4,1,1,2,1,1,2,0.05,9,1,4,1,1,LC,1
Mam,Eastern chipmunk or least chipmunk,Mammalia,Rodentia,Sciuridae,Tamias,minimus,20,-0.102,1.381,0.753,12.68,20.72,20.72,12.86,12.76,11.41,16.21,20.72,20.72,18.28,14.15,13.79,0,5.298,0.25,0.4,0.5,0.667,43,200,,2,12,60,,,5,4,1,1,2,1,1,2,500,5,2,4,1,2,LC,1
Mam,Eastern chipmunk,Mammalia,Rodentia,Sciuridae,Tamias,striatus,41,0.085,1.022,0.867,7.4,20.3,13.95,9.76,7.4,6.88,7.9,17.87,15.75,12.23,7.89,7.2,0,5.541,0.25,0.4,0.5,0.5,105,255,,2,10,60,,,5,4,1,1,2,1,1,2,500,8,2,4,1,1,LC,1
